crn|class limits|cur enroll|xlist act 1|xlist act 2|xlist act 3
17479|5|0|||
17480|5|0|||
17481|5|1|||
17482|5|0|||
17483|5|0|||
17489|5|0|||
17490|5|0|||
17502|999|3|||
17508|45|7|9|5|
17509|5|0|||
17549|45|9|7|5|
17550|45|5|7|9|
17562|10|4|||
17563|10|0|||
17564|10|0|||
17566|10|0|||
17567|12|4|||
17568|10|0|||
17569|10|0|||
17571|15|5|||
17572|5|0|||
17577|5|0|||
17578|5|0|||
17579|15|3|||
17580|5|0|||
17581|5|0|||
17582|5|0|||
17583|5|0|||
17584|5|1|||
17585|5|0|||
17586|5|0|||
17587|5|0|||
17622|5|0|||
17628|15|15|||
17630|10|12|||
17631|10|5|||
17643|24|20|||
17646|999|7|||
17650|5|0|||
17651|5|0|||
17652|999|0|||
17653|999|0|||
17654|999|0|||
17655|999|0|||
17656|999|0|||
17657|999|0|||
17658|999|0|||
17659|999|0|||
17660|10|0|||
17663|999|0|||
17664|999|0|||
17666|999|0|||
17667|999|0|||
17668|999|0|||
17669|999|0|||
17670|999|0|||
17671|999|1|||
17677|12|13|||
17680|999|1|||
17706|30|26|||
17711|40|40|||
17739|999|7|||
17745|25|5|14||
17747|5|0|||
17748|5|0|||
17785|999|0|||
17786|5|0|||
17787|5|0|||
17788|5|0|||
17789|5|0|||
17790|10|4|||
17794|40|19|||
17795|35|32|||
17810|12|7|0||
17816|12|0|7||
17854|5|2|||
17855|5|1|||
17856|5|1|||
17857|5|0|||
17858|5|0|||
17861|5|0|||
17863|5|0|||
17864|5|0|||
17865|5|0|||
17873|28|27|||
17916|999|0|||
17917|5|0|||
17918|5|0|||
17919|5|0|||
17923|20|20|||
17932|5|0|||
17933|5|0|||
17936|5|0|||
17937|5|0|||
17938|5|0|||
17939|5|0|||
17943|5|0|||
17944|5|0|||
17948|15|0|||
17950|20|17|||
17952|5|0|||
17953|5|0|||
17954|5|0|||
17955|5|0|||
17956|5|0|||
17957|5|0|||
17958|5|0|||
17959|5|0|||
17968|999|1|||
17969|999|0|||
17970|999|0|||
17971|999|0|||
17995|25|20|||
17995|25|20|||
17996|25|16|||
17996|25|16|||
18004|35|18|||
18005|35|18|||
18006|5|0|||
18007|5|0|||
18008|5|0|||
18010|5|0|||
18011|5|0|||
18012|10|7|||
18015|5|0|||
18016|15|1|||
18017|15|6|||
18039|5|0|||
18040|5|0|||
18058|15|15|||
18073|999|0|||
18074|999|0|||
18089|35|26|8||
18093|16|14|0||
18133|50|44|||
18139|20|7|||
18151|999|0|||
18153|999|0|||
18155|25|4|12||
18157|999|0|||
18162|24|24|||
18162|24|24|||
18183|999|6|||
18185|999|0|||
18199|999|0|||
18200|999|0|||
18201|999|0|||
18202|999|0|||
18203|999|0|||
18204|999|0|||
18207|999|0|||
18208|999|0|||
18209|999|0|||
18210|999|0|||
18216|999|1|||
18217|999|0|||
18218|999|4|||
18219|5|0|||
18220|5|0|||
18221|5|0|||
18222|5|0|||
18223|5|0|||
18224|5|0|||
18249|999|0|||
18252|16|9|||
18295|16|8|||
18313|35|8|26||
18327|5|0|||
18328|5|0|||
18343|15|0|||
18344|15|0|||
18345|999|0|||
18355|999|2|||
18356|999|1|||
18357|999|0|||
18358|15|8|||
18359|15|0|||
18369|999|0|||
18372|999|0|||
18373|5|1|||
18374|5|0|||
18375|999|0|||
18376|5|0|||
18377|5|0|||
18378|5|0|||
18379|5|1|||
18383|10|8|||
18384|5|0|||
18385|5|0|||
18386|5|0|||
18387|5|0|||
18388|5|0|||
18389|5|0|||
18390|5|0|||
18391|5|0|||
18392|5|1|||
18393|5|0|||
18423|999|0|||
18424|999|0|||
18425|999|2|||
18426|999|0|||
18427|999|0|||
18428|999|0|||
18429|999|6|||
18430|5|0|||
18431|5|0|||
18432|5|0|||
18434|5|0|||
18435|5|0|||
18437|15|0|||
18438|15|0|||
18439|15|0|||
18440|15|0|||
18441|15|2|||
18442|15|0|||
18443|5|0|||
18444|5|0|||
18445|5|0|||
18446|5|0|||
18455|5|0|||
18456|5|0|||
18457|15|1|||
18458|15|0|||
18459|15|0|||
18460|15|0|||
18461|5|0|||
18462|5|0|||
18463|5|0|||
18467|5|0|||
18478|15|8|||
18484|999|0|||
18485|16|15|||
18496|30|0|||
18497|999|0|||
18498|999|0|||
18499|999|0|||
18505|5|0|||
18506|5|0|||
18511|40|36|||
18512|40|36|||
18513|24|22|||
18514|5|0|||
18515|5|0|||
18518|5|0|||
18519|5|0|||
18520|5|0|||
18524|999|4|||
18525|999|0|||
18526|999|0|||
18527|999|3|||
18528|999|0|||
18531|30|29|||
18535|999|1|||
18536|999|0|||
18537|999|0|||
18538|999|0|||
18539|5|0|||
18540|5|0|||
18541|5|0|||
18542|5|0|||
18546|20|4|||
18563|60|38|22||
18571|28|31|||
18571|28|31|||
18579|999|0|||
18580|999|0|||
18581|999|0|||
18582|999|0|||
18583|999|0|||
18584|999|0|||
18585|999|0|||
18586|999|0|||
18587|999|0|||
18588|999|0|||
18589|999|0|||
18590|999|0|||
18591|5|0|||
18592|5|0|||
18593|5|0|||
18594|5|0|||
18600|999|0|||
18610|35|37|||
18611|25|8|4||
18612|25|4|8||
18627|12|12|||
18647|12|10|2||
18647|12|10|2||
18656|999|2|||
18657|999|0|||
18658|999|0|||
18659|999|0|||
18673|35|17|13||
18674|35|13|17||
18694|15|15|||
18695|15|14|||
18706|15|5|||
18713|35|26|||
18730|999|1|||
18731|5|0|||
18732|5|0|||
18753|30|37|||
18754|40|47|||
18760|30|29|||
18768|999|0|||
18769|999|0|||
18779|999|0|||
18780|999|0|||
18781|999|0|||
18782|999|0|||
18783|999|0|||
18784|5|0|||
18785|5|0|||
18798|999|6|||
18801|18|16|||
18801|18|16|||
18804|10|3|||
18807|15|15|||
18824|5|0|||
18825|5|0|||
18827|999|3|||
18828|999|0|||
18829|999|4|||
18830|999|0|||
18831|999|3|||
18832|999|4|||
18833|999|5|||
18834|999|2|||
18835|999|3|||
18836|999|0|||
18837|999|3|||
18838|999|0|||
18839|999|0|||
18840|999|1|||
18841|999|5|||
18842|999|3|||
18843|999|0|||
18844|999|2|||
18845|999|6|||
18846|999|0|||
18847|999|0|||
18848|15|2|||
18849|15|1|||
18850|15|2|||
18851|15|1|||
18852|5|0|||
18853|5|1|||
18856|999|0|||
18865|10|9|||
18872|999|2|||
18882|15|8|||
18883|15|0|||
18884|15|1|||
18885|15|7|||
18889|15|0|||
18890|15|0|||
18891|10|6|||
18892|20|2|||
18893|15|1|||
18894|15|2|||
18898|5|4|||
18899|5|0|||
18900|5|0|||
18906|5|0|||
18907|15|0|||
18908|15|0|||
18909|15|0|||
18910|5|0|||
18911|5|0|||
18913|999|6|||
18915|5|0|||
18916|5|0|||
18921|10|6|||
18923|10|3|||
18924|999|0|||
18925|999|0|||
18926|999|2|||
18927|999|0|||
18928|999|0|||
18929|999|2|||
18930|999|3|||
18931|999|2|||
18932|999|0|||
18933|999|1|||
18934|999|0|||
18935|999|5|||
18936|999|5|||
18937|999|1|||
18938|999|0|||
18940|15|0|||
18941|15|0|||
18942|15|0|||
18943|15|2|||
18944|15|0|||
18945|15|2|||
18967|15|0|||
18981|999|0|||
18985|999|0|||
18987|999|0|||
18988|6|0|||
18989|6|0|||
18990|6|0|||
18991|6|0|||
18992|6|0|||
18993|6|0|||
19011|50|20|||
19022|5|0|||
19023|5|0|||
19029|60|62|||
19030|22|7|||
19035|15|6|11||
19036|12|9|||
19037|40|39|||
19046|999|0|||
19047|999|0|||
19048|5|0|||
19049|5|0|||
19057|12|15|||
19058|25|18|||
19059|10|10|||
19071|25|24|||
19089|20|12|5||
19090|20|5|12||
19095|35|28|||
19096|32|30|||
19116|22|13|||
19124|25|22|||
19125|20|19|||
19133|12|13|||
19135|25|24|||
19136|30|16|5||
19137|30|5|16||
19139|25|14|||
19145|16|0|14||
19147|21|20|||
19164|18|15|||
19189|20|12|||
19195|16|0|||
19196|15|15|||
19197|15|7|||
19198|16|16|||
19199|16|13|||
19200|5|6|||
19201|5|0|||
19202|5|0|||
19203|5|0|||
19204|5|0|||
19205|5|0|||
19206|5|0|||
19207|5|1|||
19208|5|0|||
19209|5|0|||
19210|5|0|||
19211|5|0|||
19212|5|0|||
19213|5|0|||
19214|5|3|||
19215|5|0|||
19216|5|0|||
19217|7|0|||
19218|5|5|||
19219|5|2|||
19220|5|0|||
19221|5|1|||
19222|5|3|||
19223|999|0|||
19224|999|0|||
19225|5|0|||
19226|5|0|||
19230|5|0|||
19231|5|0|||
19236|15|12|||
19237|5|1|||
19238|5|0|||
19239|5|0|||
19240|5|0|||
19242|15|0|||
19250|20|16|||
19258|12|12|||
19261|12|10|||
19267|35|6|||
19269|5|0|||
19270|5|0|||
19271|5|0|||
19272|5|0|||
19287|15|16|||
19289|5|0|||
19290|5|0|||
19292|30|16|||
19293|999|3|||
19293|999|3|||
19296|20|14|||
19297|15|0|||
19300|5|0|||
19301|5|0|||
19305|5|0|||
19306|5|0|||
19307|5|0|||
19308|5|0|||
19309|5|0|||
19310|5|0|||
19311|5|0|||
19312|25|21|||
19315|5|0|||
19316|5|0|||
19321|10|4|||
19322|5|0|||
19325|5|0|||
19327|5|0|||
19328|5|0|||
19329|5|0|||
19330|5|0|||
19331|5|0|||
19338|10|10|||
19339|10|4|||
19340|10|0|||
19341|10|0|||
19342|5|1|||
19343|5|0|||
19345|5|1|||
19346|5|0|||
19347|5|0|||
19353|20|4|||
19356|999|0|||
19357|999|0|||
19358|999|0|||
19359|999|8|||
19360|18|15|||
19362|999|4|||
19369|5|0|||
19370|5|0|||
19371|12|11|||
19391|15|2|||
19398|999|7|||
19399|5|1|||
19400|5|0|||
19408|6|2|||
19409|5|0|||
19413|999|0|||
19414|999|0|||
19415|999|0|||
19416|999|0|||
19417|999|0|||
19418|20|10|||
19424|5|0|||
19425|5|1|||
19426|5|0|||
19427|5|0|||
19428|5|1|||
19429|5|0|||
19430|5|0|||
19431|5|0|||
19432|5|2|||
19433|5|0|||
19436|5|0|||
19437|5|0|||
19440|999|0|||
19441|999|0|||
19442|999|1|||
19443|999|0|||
19444|999|0|||
19445|999|0|||
19446|999|0|||
19447|999|1|||
19448|999|0|||
19449|999|0|||
19450|999|0|||
19451|999|0|||
19452|999|0|||
19456|14|15|||
19457|14|15|||
19465|50|50|||
19474|8|4|||
19474|8|4|||
19478|5|0|||
19479|5|0|||
19488|40|39|||
19490|30|29|||
19504|12|5|||
19505|20|16|||
19508|16|13|||
19514|5|0|||
19515|5|0|||
19516|5|0|||
19517|5|0|||
19533|25|16|||
19536|25|20|5||
19537|25|5|20||
19538|12|10|||
19539|7|6|1||
19540|7|1|6||
19545|25|14|||
19546|25|13|||
19550|999|0|||
19559|14|8|||
19567|35|32|||
19571|15|7|||
19573|25|12|||
19576|5|0|||
19577|5|0|||
19578|5|0|||
19579|5|0|||
19580|5|1|||
19581|5|0|||
19582|5|0|||
19583|5|0|||
19585|15|7|||
19603|12|7|5||
19609|100|68|||
19611|12|6|||
19614|20|11|||
19618|25|13|10||
19619|25|10|13||
19626|15|13|||
19627|5|3|||
19628|8|8|||
19629|20|8|||
19630|10|0|||
19631|40|40|||
19632|40|26|||
19633|20|4|||
19639|30|20|||
19642|20|10|||
19643|15|15|||
19646|5|0|||
19647|5|0|||
19648|5|0|||
19649|5|0|||
19650|15|15|||
19660|5|0|||
19661|5|0|||
19664|2|0|||
19665|10|3|||
19666|10|0|||
19667|10|0|||
19668|10|0|||
19671|40|30|||
19672|40|36|||
19675|10|4|||
19676|15|11|||
19677|999|0|||
19678|999|0|||
19679|5|0|||
19680|5|0|||
19681|5|0|||
19682|5|0|||
19684|999|0|||
19685|999|1|||
19688|999|2|||
19689|999|0|||
19691|5|0|||
19692|5|0|||
19693|30|30|||
19696|5|0|||
19697|5|0|||
19698|15|0|||
19699|20|0|||
19700|20|1|||
19701|20|0|||
19702|20|0|||
19705|10|4|||
19707|30|26|||
19720|20|17|||
19730|5|0|||
19731|5|0|||
19736|5|0|||
19737|5|0|||
19738|5|0|||
19739|999|6|||
19742|999|6|||
19744|999|2|||
19746|999|2|||
19750|999|0|||
19752|999|0|||
19754|999|0|||
19756|999|2|||
19758|999|3|||
19760|15|0|||
19761|5|0|||
19762|5|0|||
19764|5|0|||
19765|5|0|||
19771|5|0|||
19772|5|0|||
19773|5|0|||
19789|10|10|||
19790|15|6|||
19793|25|24|||
19794|16|12|||
19801|15|9|||
19803|20|4|||
19805|15|15|||
19806|999|1|||
19812|999|1|||
19815|12|12|||
19831|999|0|||
19832|999|0|||
19836|4|4|||
19837|4|2|||
19839|8|0|||
19842|4|0|||
19843|4|0|||
19844|10|0|||
19846|4|2|||
19847|4|0|||
19848|5|0|||
19849|5|0|||
19850|999|1|||
19851|999|0|||
19852|5|0|||
19853|999|0|||
19855|999|0|||
19856|999|0|||
19857|999|0|||
19858|999|0|||
19859|999|0|||
19862|5|0|||
19863|5|1|||
19868|999|0|||
19869|20|21|||
19870|5|0|||
19871|5|0|||
19873|10|4|||
19874|999|0|||
19875|999|0|||
19876|25|25|||
19877|15|15|||
19878|35|33|||
19879|35|34|||
19880|40|40|||
19881|12|16|||
19882|15|13|||
19883|25|10|13||
19884|12|4|12||
19886|12|11|||
19887|25|20|||
19888|25|7|4||
19889|40|18|11||
19890|20|11|3||
19892|15|7|1||
19893|20|21|||
19894|25|4|7||
19895|25|13|10||
19896|15|1|7||
19897|20|3|11||
19898|30|25|||
19899|20|4|||
19900|12|7|||
19902|12|11|||
19903|12|10|||
19904|12|12|4||
19905|999|0|||
19906|5|0|||
19907|5|0|||
19908|999|0|||
19909|5|0|||
19910|25|3|16||
19911|25|16|3||
19912|14|14|||
19913|36|37|||
19914|30|31|||
19915|30|36|||
19916|50|50|||
19917|15|15|||
19918|30|12|||
19920|12|12|||
19923|12|7|||
19924|35|35|||
19927|30|20|||
19929|30|4|||
19930|15|7|||
19934|12|5|7||
19935|35|34|||
19936|14|11|||
19937|30|20|||
19938|15|16|0||
19939|12|7|||
19940|60|22|38||
19941|35|7|10||
19942|35|10|7||
19943|10|6|||
19944|15|11|6||
19945|5|0|||
19946|5|0|||
19947|30|20|12||
19948|25|9|16||
19950|25|16|9||
19951|25|19|||
19952|25|4|||
19953|15|3|||
19954|25|11|||
19956|20|17|||
19957|20|21|||
19958|20|11|||
19959|20|13|||
19962|23|6|14|2|
19964|23|14|6|2|
19966|23|2|6|14|
19967|20|12|||
19968|40|15|22|4|
19969|40|22|15|4|
19971|30|36|||
19972|40|11|18||
19973|20|20|||
19974|30|22|7||
19974|30|22|7||
19975|25|0|24||
19975|25|0|24||
19976|20|10|9||
19977|20|9|10||
19978|12|6|0||
19979|15|15|||
19980|15|15|||
19981|15|15|||
19982|15|15|||
19983|20|11|2||
19983|20|11|2||
19985|40|38|||
19986|20|2|11||
19986|20|2|11||
19987|40|40|||
19988|20|18|||
19989|10|10|||
19991|25|21|||
19992|16|14|||
19992|16|14|||
19994|40|40|||
19995|30|24|||
19997|16|12|||
19997|16|12|||
19998|30|29|||
19999|12|11|||
20002|10|9|1||
20003|10|1|9||
20004|45|41|||
20007|15|5|10||
20008|15|10|5||
20011|25|10|||
20014|35|17|19||
20015|35|19|17||
20016|50|45|||
20017|230|225|||
20018|230|162|||
20019|20|6|||
20020|5|0|||
20022|5|0|||
20023|35|15|||
20024|35|31|||
20026|35|15|||
20029|15|0|16||
20033|25|0|4|5|
20034|25|4|0|5|
20035|25|5|0|4|
20036|32|35|||
20037|32|17|||
20040|999|0|||
20041|999|0|||
20042|999|2|||
20043|999|1|||
20044|999|0|||
20045|999|0|||
20046|999|0|||
20047|999|1|||
20048|999|0|||
20049|999|0|||
20050|999|0|||
20051|5|0|||
20052|5|0|||
20053|32|29|||
20054|32|33|||
20055|18|5|||
20056|21|20|||
20057|99|40|||
20058|40|22|||
20060|25|10|12||
20061|42|40|||
20062|48|16|31||
20065|25|19|2||
20067|12|6|||
20068|25|2|19||
20069|30|25|||
20070|48|31|16||
20072|25|26|||
20073|25|23|||
20074|16|11|||
20075|15|7|||
20076|25|25|||
20077|15|10|10||
20078|15|10|10||
20079|15|10|10||
20080|15|10|10||
20081|15|9|||
20083|15|8|||
20084|20|17|||
20085|20|15|||
20086|25|10|4||
20087|25|4|10||
20088|15|6|11||
20089|25|25|||
20091|15|8|||
20092|12|2|10||
20092|12|2|10||
20095|15|18|||
20096|12|1|11||
20097|12|11|1||
20098|15|16|||
20099|20|15|||
20100|20|14|7||
20103|40|4|15|22|
20105|20|15|||
20106|12|12|||
20108|15|3|||
20109|20|15|||
20110|20|20|||
20111|10|5|||
20114|30|15|4||
20115|30|4|15||
20116|35|29|||
20117|36|41|||
20118|20|8|||
20118|20|8|||
20120|12|7|||
20121|15|14|||
20123|15|15|||
20124|15|12|||
20125|25|22|||
20127|20|14|||
20127|20|14|||
20129|15|8|||
20130|25|10|||
20131|30|25|||
20135|22|25|||
20136|5|0|||
20137|5|0|||
20138|18|6|||
20140|20|7|||
20141|15|8|||
20142|15|10|||
20143|25|12|10||
20144|22|4|||
20145|22|3|||
20146|30|28|||
20147|30|5|||
20148|25|21|||
20152|15|15|||
20153|15|15|||
20154|26|29|||
20155|15|16|||
20156|12|11|||
20157|20|2|||
20159|12|11|||
20159|12|11|||
20160|30|26|3||
20161|8|8|||
20162|4|5|||
20163|20|14|||
20164|12|6|||
20166|30|30|||
20167|20|10|||
20168|10|8|||
20169|10|1|||
20170|10|0|||
20171|10|0|||
20172|15|1|||
20173|15|0|||
20174|15|1|||
20175|15|0|||
20176|15|0|||
20177|15|7|||
20178|15|0|||
20179|16|0|||
20180|16|1|||
20181|35|37|||
20182|18|17|||
20182|18|17|||
20183|30|16|15||
20184|30|15|16||
20185|35|7|||
20186|15|4|||
20186|15|4|||
20187|99|0|||
20188|99|0|||
20189|99|0|||
20190|99|0|||
20191|99|0|||
20192|99|0|||
20193|99|0|||
20194|99|0|||
20195|12|12|||
20196|20|4|||
20197|12|5|||
20198|10|0|||
20199|13|13|||
20200|5|0|||
20201|5|0|||
20202|999|1|||
20203|999|8|||
20204|35|31|1||
20205|15|15|||
20206|25|24|||
20207|25|9|||
20208|30|3|26||
20209|35|1|31||
20210|32|16|||
20211|999|14|5||
20212|10|6|||
20213|50|48|||
20214|5|0|||
20215|5|0|||
20216|18|7|||
20217|15|0|||
20218|30|13|||
20219|5|0|||
20220|5|0|||
20221|5|0|||
20222|5|0|||
20223|35|22|||
20224|30|5|||
20225|20|17|||
20226|10|5|||
20227|10|1|||
20228|15|4|||
20229|12|7|||
20230|15|15|||
20231|15|11|||
20232|16|12|||
20233|18|12|||
20234|10|0|||
20236|15|14|||
20237|18|6|||
20238|30|21|||
20239|15|10|||
20240|12|12|||
20240|12|12|||
20241|35|13|6||
20242|35|6|13||
20243|35|13|20||
20244|35|20|13||
20245|35|7|5||
20246|35|5|7||
20247|15|3|13||
20248|15|13|3||
20249|5|0|||
20250|5|0|||
20251|16|5|||
20252|33|33|0||
20253|12|9|||
20254|999|6|||
20255|24|16|||
20256|15|13|||
20257|30|12|20||
20258|30|7|22||
20258|30|7|22||
20259|999|5|14||
20260|34|32|||
20261|15|11|6||
20262|12|0|6||
20263|12|5|4||
20264|12|4|5||
20265|20|21|||
20266|20|18|||
20267|999|1|||
20268|999|0|||
20269|5|0|||
20270|5|0|||
20271|5|0|||
20272|5|0|||
20273|999|2|||
20274|999|0|||
20275|5|0|||
20276|5|2|||
20277|5|0|||
20278|5|0|||
20279|15|11|||
20279|15|11|||
20280|15|15|||
20281|12|14|||
20282|999|0|||
20283|999|1|||
20284|999|0|||
20285|999|0|||
20286|999|0|||
20287|30|25|||
20288|20|7|14||
20289|18|7|||
20290|20|7|||
20291|40|19|5|2|
20291|40|19|5|2|
20292|40|5|19|2|
20292|40|5|19|2|
20293|40|2|19|5|
20293|40|2|19|5|
20294|25|15|7||
20295|25|7|15||
20296|30|4|||
20297|33|30|||
20298|30|18|||
20299|30|0|||
20300|30|5|||
20301|30|8|||
20303|30|7|||
20304|30|7|||
20305|18|18|||
20306|2|2|||
20307|10|9|||
20308|30|30|||
20309|12|3|||
20310|40|40|||
20311|15|11|||
20312|15|6|||
20313|999|8|||
20314|5|1|||
20315|5|3|||
20316|999|0|||
20317|25|8|||
20318|30|19|||
20319|37|11|24||
20320|37|24|11||
20321|15|1|||
20322|15|7|||
20323|25|24|||
20324|15|2|||
20325|12|6|||
20326|12|0|||
20327|15|7|||
20328|999|0|||
20329|15|1|||
20330|15|11|||
20331|15|5|||
20332|5|1|||
20333|33|0|33||
20334|25|22|||
20335|12|8|||
20336|999|144|||
20337|12|9|||
20338|1|1|||
20339|8|5|||
20340|30|13|||
20341|30|29|||
20342|12|3|||
20343|999|0|||
20344|12|5|||
20345|28|35|||
20346|1|1|||
20347|40|38|||
20348|15|10|||
20349|5|1|||
20350|15|6|||
20351|5|1|||
20352|15|6|||
20353|5|0|||
20354|15|4|||
20355|5|2|||
20356|15|4|||
20357|5|1|||
20358|15|2|||
20359|5|1|||
20360|15|0|||
20361|5|0|||
20362|15|3|||
20363|5|2|||
20364|15|6|||
20365|5|1|||
20366|15|2|||
20367|5|0|||
20368|15|11|||
20369|5|1|||
20370|30|10|||
20371|15|0|||
20372|30|9|||
20373|15|6|||
20374|10|2|||
20375|15|2|||
20376|5|1|||
20377|12|8|||
20379|26|13|||
20380|5|2|||
20381|15|1|||
20382|5|0|||
20383|45|32|||
20384|5|3|||
20385|15|4|||
20386|5|1|||
20387|15|7|||
20388|5|0|||
20389|30|20|||
20390|5|1|||
20391|15|9|||
20392|5|1|||
20393|20|13|||
20394|5|2|||
20395|15|2|||
20396|5|1|||
20397|16|6|||
20398|5|2|||
20399|15|10|||
20400|5|1|||
20401|15|12|||
20402|5|1|||
20403|15|5|||
20404|5|0|||
20405|14|4|||
20406|5|2|||
20407|15|7|||
20408|5|0|||
20409|15|2|||
20410|5|0|||
20411|6|0|||
20412|5|1|||
20413|10|0|||
20414|5|1|||
20415|15|7|||
20416|5|2|||
20417|15|0|||
20418|5|1|||
20419|15|1|||
20420|5|0|||
20421|15|4|||
20422|5|1|||
20423|15|3|||
20424|5|0|||
20425|30|15|||
20426|5|0|||
20427|22|6|||
20428|5|2|||
20429|30|0|||
20430|5|0|||
20431|15|7|||
20432|5|1|||
20433|15|10|||
20434|5|1|||
20435|17|9|||
20436|5|1|||
20437|15|9|||
20438|5|1|||
20439|7|4|||
20440|7|6|||
20441|5|2|||
20442|7|7|||
20443|5|1|||
20444|12|9|||
20445|5|1|||
20446|15|4|||
20447|5|1|||
20448|15|8|||
20449|5|0|||
20450|15|3|||
20451|5|1|||
20452|16|12|||
20453|5|1|||
20454|15|2|||
20455|5|0|||
20456|25|7|||
20457|5|2|||
20458|10|3|||
20459|5|0|||
20460|30|6|||
20461|5|0|||
20462|20|5|||
20463|5|1|||
20464|5|0|||
20465|5|1|||
20466|40|0|||
20467|5|0|||
20468|5|0|||
20469|999|1|||
20470|3|0|||
20471|10|3|||
20472|5|1|||
20473|5|0|||
20474|5|1|||
20475|5|1|||
